header1,header2,data length,command,control,normal r,normal l,sut,suu,sdt,sdu,Area,Special flag,max speed,min speed,Target X,Target Y,Target YW,Current X,Current Y,Current YW,P ,I ,D ,Gain,dcct,dav,dacv,condition,End command,Target end command,traffic,remote cf,reverse ,delay,P ,I ,D ,Gain
AA,55,57,1,1,360,360,2,40,2,40,1,2,40,40,39680,0,92000,,,,24,0,6,3,10,20,0,1,2,180000,0,0,0,0,1,0,0,0
AA,55,57,1,1,360,360,2,40,2,40,1,2,40,40,39670,0,92000,,,,24,0,6,3,10,20,0,1,2,180000,0,0,15,0,1,0,0,0
AA,55,57,1,1,2250,2250,2,30,2,30,1,2,40,40,39660,0,92000,,,,24,0,6,3,10,20,0,1,2,197500,0,0,0,0,1,0,0,0
AA,55,57,1,1,3600,3600,2,40,2,40,1,2,40,40,39650,0,92000,,,,24,0,6,3,10,20,0,1,2,242500,0,0,0,0,1,0,0,0
AA,55,57,1,1,2400,2400,2,40,2,40,2,2,40,40,39650,0,92000,,,,24,0,6,3,10,20,0,1,2,246500,0,0,0,0,1,0,0,0
AA,55,57,1,1,1500,1500,2,40,2,40,3,2,40,40,39650,0,92000,,,,24,0,6,3,10,20,0,1,2,249250,0,0,0,0,1,0,0,0
AA,55,57,4,0,1800,1200,1,40,1,40,4,2,40,40,8470,0,-89000,,,,24,0,6,3,10,20,0,1,3,100000,0,0,0,0,1,0,0,0
AA,55,57,4,0,1800,1200,1,40,1,40,4,2,40,40,8470,0,-89000,,,,24,0,6,3,10,20,0,1,3,160000,0,0,0,0,1,0,0,0
AA,55,57,1,2,1500,1500,2,40,2,40,1,2,50,50,80000,251500,180000,,,,24,0,6,3,10,20,0,2,1,37500,0,0,0,0,1,0,0,0
AA,55,57,1,2,2400,2400,2,40,2,40,1,2,40,40,80000,251500,180000,,,,24,0,6,3,10,20,0,2,1,32500,0,0,0,0,1,0,0,0
AA,55,57,1,2,900,900,2,40,2,40,1,2,40,40,80000,251500,180000,,,,24,0,6,3,10,20,0,2,1,30200,0,0,0,0,1,0,0,0
AA,55,57,1,2,0,0,1,40,2,40,1,0,40,40,80000,251500,180000,,,,24,0,6,3,10,20,0,2,1,30200,0,0,0,2,1,0,0,0
AA,55,57,1,2,750,750,2,40,2,40,1,0,40,40,80000,251500,180000,,,,24,0,6,3,10,20,0,2,1,29180,0,0,0,0,1,0,0,0
AA,55,57,1,2,0,0,1,40,2,40,1,0,40,40,80000,251500,180000,,,,24,0,6,3,10,20,0,2,1,29180,0,0,4,0,1,0,0,0
AA,55,57,7,0,165,165,0,40,0,40,4,1,40,40,53350,0,-91000,,,,24,0,6,3,15,20,0,1,2,249500,0,0,0,0,0,0,0,0
AA,55,57,7,0,165,165,0,40,0,40,4,1,40,40,53350,0,-91000,,,,24,0,6,3,15,20,0,2,3,100000,0,0,0,0,0,0,0,0
AA,55,57,3,0,0,0,0,40,0,40,4,1,40,40,53350,0,-91000,,,,24,0,6,3,15,20,0,1,1,0,0,0,0,2,0,0,0,0
AA,55,57,1,1,600,600,2,40,2,40,3,0,40,40,29460,0,92000,,,,24,0,6,3,10,20,0,1,2,252500,0,0,0,0,0,0,0,0
AA,55,57,1,1,300,300,2,40,2,40,3,0,40,40,29460,0,92000,,,,24,0,6,3,10,20,0,1,2,252800,0,0,0,0,0,0,0,0
AA,55,57,1,1,0,0,2,40,2,40,3,0,40,40,29460,0,92000,,,,24,0,6,3,15,20,0,1,1,0,0,0,0,1,0,0,0,0
AA,55,57,7,0,165,165,0,40,0,40,4,1,40,40,53350,0,-91000,,,,24,0,6,3,15,20,0,2,3,10000,0,0,0,0,0,0,0,0
AA,55,57,3,0,0,0,0,40,0,40,4,1,40,40,53350,0,-91000,,,,24,0,6,3,15,20,0,1,1,0,0,0,0,2,0,0,0,0
AA,55,57,1,2,2400,2400,2,40,2,40,1,1,40,40,80000,253000,0,,,,24,0,6,3,10,20,0,1,1,35500,0,0,0,0,1,0,0,0
AA,55,57,1,2,1500,1500,2,40,2,40,1,1,40,40,80000,253000,0,,,,24,0,6,3,10,20,0,1,1,38050,0,0,0,0,1,0,0,0
AA,55,57,3,0,1200,1950,2,40,2,40,3,0,40,40,8470,0,-89000,,,,24,0,6,3,10,20,0,2,3,-35000,0,0,0,0,1,0,0,0
AA,55,57,3,0,1200,1950,2,40,2,40,3,0,40,40,8470,0,-89000,,,,24,0,6,3,10,20,0,2,3,-65000,0,0,0,0,1,0,0,0
AA,55,57,1,1,1500,1500,2,40,2,40,1,1,50,50,39700,0,-92000,,,,24,0,6,3,10,20,0,2,2,251000,0,0,0,0,1,0,0,0
AA,55,57,1,1,3000,3000,2,40,2,40,1,1,40,40,39700,0,-92000,,,,24,0,6,3,10,20,0,2,2,241000,0,0,0,0,1,0,0,0
AA,55,57,1,1,1200,1200,2,40,1,40,1,1,40,40,39700,0,-92000,,,,24,0,6,3,10,20,0,2,2,239500,0,0,0,0,1,0,0,0
AA,55,57,3,0,1200,1800,2,40,1,40,5,0,40,40,0,0,92000,,,,24,0,6,3,10,20,0,2,3,-100000,0,0,0,0,1,0,0,0
AA,55,57,3,0,1200,1800,2,40,1,40,5,0,40,40,0,0,92000,,,,24,0,6,3,10,20,0,2,3,-125000,0,0,0,0,1,0,0,0
AA,55,57,1,3,1500,1500,2,40,1,40,5,1,40,40,0,0,-132000,,,,4,0,6,6,10,20,0,2,1,38725,0,0,0,0,1,0,0,0
AA,55,57,1,3,1200,1200,2,40,1,40,5,1,40,40,0,0,-132000,,,,4,0,6,6,10,20,0,2,1,38105,0,0,0,0,1,0,0,0
AA,55,57,4,0,1800,1200,2,40,1,40,5,0,40,40,8470,0,92000,,,,24,0,6,3,10,20,0,1,3,-120000,0,0,0,0,1,0,0,0
AA,55,57,1,1,900,900,2,40,1,40,4,1,40,40,37270,0,92000,,,,24,0,6,3,10,20,0,2,2,235000,0,0,0,0,1,0,0,0
AA,55,57,1,1,600,600,2,40,1,40,4,1,40,40,37270,0,92000,,,,24,0,6,3,10,20,0,2,2,234600,0,0,0,0,1,0,0,0
AA,55,57,1,1,300,300,2,40,1,40,4,1,40,40,37270,0,92000,,,,24,0,6,3,10,20,0,2,2,234500,0,0,0,0,1,0,0,0
AA,55,57,1,1,0,0,0,40,0,40,3,0,40,40,55900,0,92000,,,,24,0,6,3,10,20,0,1,1,0,0,0,0,4,0,0,0,0
